rowid,name,address,category2,category3,Nbhd,lat,lng
811,Pantry Plus,"2433 St Joseph Boulevard, Ottawa, ON",grocery,small,Convent Glen - Orléans Woods,45.4699453,-75.5284842
812,Parkdale Market,"Parkdale Ave &amp; Wellington St W, Ottawa, ON K1Y",farmer's market,farmer's market,Hintonburg - Mechanicsville,45.400493,-75.728961
813,Parkway Cafe,"66 Slater Street, Ottawa, ON K1P 5H1",convenience,regular,Centretown,45.4213601,-75.6942895
814,Parkway Tuck Shop,"1071 Ambleside Dr, Ottawa, ON K2B 6V4",convenience,regular,Carlingwood West - Glabar Park - McKellar Heights,45.374187,-75.7801139
815,Parma Ravioli,"1314 Wellington St W, Ottawa, ON K1Y 3B2",specialty,deli meat cheese,Island Park - Wellington Village,45.3985082,-75.7367519
816,Pastel & Coco,"80 Promenade du Portage, Gatineau, QC J8X 2K1",specialty,bakery,(None),45.424957,-75.7181079
817,Pasticceria Gelateria Italiana,"200 Preston St, Ottawa, ON K1R 7P9",specialty,bakery,West Centretown,45.4057881,-75.7128132
818,Pastry & Bakery La Brioche,"866 Bank St, Ottawa, ON K1S 3W3",specialty,bakery,Glebe - Dows Lake,45.4010002,-75.6873645
819,Patisserie Fine Delice Royal,"1600 Forest Valley Dr, Orleans, ON K1C 6X7",specialty,bakery,Chapel Hill North,45.4488546,-75.535982
820,Pelican Seafood Market & Grill,"1500 Bank Street, Ottawa, ON",grocery,small,Billings Bridge - Alta Vista,45.3809813,-75.6701018
821,Perkins Restaurant & Bakery,"1130 St Laurent Blvd., Ottawa, ON K1K 3B6",specialty,bakery,Overbrook - McArthur,45.4245601,-75.6383218
822,Pesto's Italian Delicatessen,"471 Hazeldean Road, Kanata, ON K2L 4B8",specialty,deli meat cheese,Katimavik - Hazeldean,45.2986456,-75.8894566
823,Pete's Gluten Free,"5390 Canotek Road, Ottawa, ON K1J 1H8",specialty,bakery,Rothwell Heights - Beacon Hill North,45.4565586,-75.5806594
824,Pete & Gus Meat Market,"1 Jockvale Rd, Ottawa, ON K2J 4J9",specialty,deli meat cheese,Old Barrhaven West,45.2755523,-75.7773356
825,Peter's Health Foods,"2525 Carling Ave, Ottawa, ON K2B 7Z2",specialty,health store,Britannia Village,45.364982,-75.7857631
826,Peter Tuck Shop,"1435 Prince of Wales Dr, Ottawa, ON K2C 1N5",convenience,regular,Carleton Heights - Rideauview,45.3691818,-75.7006377
827,Petit Bill's Bistro,"1293 Wellington Street W, Ottawa, ON K1Y 3B1",specialty,bakery,Island Park - Wellington Village,45.3990721,-75.7354761
828,Petro-Canada,"395 Montee Paiement, Gatineau, Quebec, J8P6M7",convenience,gas station,(None),45.49008,-75.6760201
829,Petro-Canada,"255 ave Gatineau, Gatineau, Quebec, J8T4J7",convenience,gas station,(None),45.4886639,-75.7190463
830,Petro-Canada,"151 Maloney est, Gatineau, Quebec, J8P1B9",convenience,gas station,(None),45.484042,-75.6506588
831,Petro-Canada,"3055 St-Joseph Blvd, Orleans, Ontario, K1C1T1",convenience,gas station,Queenswood Heights,45.4783089,-75.5125556
832,Petro-Canada,"225 de la Gappe, Gatineau, Quebec, J8T7Y3",convenience,gas station,(None),45.4756587,-75.7079356
833,Petro-Canada,"1685 10th Line Road, Orleans, Ontario, K1E3E8",convenience,gas station,Fallingbrook,45.4680657,-75.4914231
834,Petro-Canada,"1988 St. Joseph Blvd., Orleans, Ontario, K1C1E4",convenience,gas station,Chapel Hill North,45.4641988,-75.5394021
835,Petro-Canada,"47 rue Greber, Gatineau, Quebec, J8T3P7",convenience,gas station,(None),45.4618626,-75.6993677
836,Petro-Canada,"4358 Innes Road, Cumberland, Ontario, K4A3W3",convenience,gas station,Portobello South,45.4594606,-75.4911923
837,Petro-Canada,"744, boul Saint-Joseph, Gatineau, Quebec, J8Y4A8",convenience,gas station,(None),45.4572839,-75.7421205
838,Petro-Canada,"2180 Montreal Road, Ottawa, Ontario, K1J1G4",convenience,gas station,Beacon Hill South - Cardinal Heights,45.4494576,-75.5884049
839,Petro-Canada,"120 St-Raymond, Gatineau, Quebec, J8Y1T1",convenience,gas station,(None),45.4471094,-75.7438292
840,Petro-Canada,"2073 Montreal Road, Gloucester, Ontario, K1J6M1",convenience,gas station,Rothwell Heights - Beacon Hill North,45.4459441,-75.5975608
841,Petro-Canada,"210 boulevard St-Raymond, Gatineau, Quebec, J9A3H6",convenience,gas station,(None),45.4364466,-75.7661968
842,Petro-Canada,"42 Montreal Road, Vanier, Ontario, K1L6E7",convenience,gas station,Vanier South,45.4331463,-75.6683331
843,Petro-Canada,"2630 Innes Road, Gloucester, Ontario, K1B4Z5",convenience,gas station,Blackburn Hamlet,45.4315804,-75.563993
844,Petro-Canada,"292 Rideau Street, Ottawa, Ontario, K1N5Y5",convenience,gas station,Sandy Hill,45.4286644,-75.6852652
845,Petro-Canada,"1007 St. Laurent Blvd, Ottawa, Ontario, K1K3B1",convenience,gas station,Overbrook - McArthur,45.4283766,-75.6391308
846,Petro-Canada,"1018 Cyrville Road, Gloucester, Ontario, K1J7S4",convenience,gas station,Overbrook - McArthur,45.4252844,-75.6374316
847,Petro-Canada,"1941 Innes Road, Gloucester, Ontario, K1B4C6",convenience,gas station,Pineview,45.4194632,-75.5960793
848,Petro-Canada,"1960 Innes Road, Ottawa, Ontario, K1B3K5",convenience,gas station,Greenbelt,45.419071,-75.5949279
849,Petro-Canada,"676 Somerset Street, Ottawa, Ontario, K1R6P4",convenience,gas station,West Centretown,45.4112569,-75.7059129
850,Petro-Canada,"790 Wilfrid-Lavigne Blvd., Gatineau, Quebec, J9J2S5",convenience,gas station,(None),45.4110993,-75.8386017
851,Petro-Canada,"470 Bronson Ave., Ottawa, Ontario, K1R6J9",convenience,gas station,West Centretown,45.4073978,-75.703867
852,Petro-Canada,"1740 St. Laurent Blvd, Ottawa, Ontario, K1G1A2",convenience,gas station,East Industrial,45.4052824,-75.6274515
853,Petro-Canada,"390 Parkdale Ave, Ottawa, Ontario, K1Y1G6",convenience,gas station,Hintonburg - Mechanicsville,45.4009191,-75.7296495
854,Petro-Canada,"1856 Carling Avenue, Ottawa, Ontario, K2A1E3",convenience,gas station,Carlingwood West - Glabar Park - McKellar Heights,45.3757622,-75.7571659
855,Petro-Canada,"3201 Conroy Road, Ottawa, Ontario, K1G3N4",convenience,gas station,East Industrial,45.3738248,-75.623971
856,Petro-Canada,"1432 Baseline Road, Nepean, Ontario, K2C0A9",convenience,gas station,Skyline - Fisher Heights,45.3611753,-75.7390965
857,Petro-Canada,"2471 Bank Street, Ottawa, Ontario, K1V8R9",convenience,gas station,South Keys - Greenboro West,45.3540627,-75.646459
858,Petro-Canada,"3095 Carling Avenue, Nepean, Ontario, K2H5A5",convenience,gas station,Bayshore - Belltown,45.3537471,-75.8088174
859,Petro-Canada,"2536 Bank St, Gloucester, Ontario, K1T1M9",convenience,gas station,Hunt Club Upper -Blossom Park - Timbermill,45.3537051,-75.6420543
860,Petro-Canada,"1900 Prince Of Wales Dr, Ottawa, Ontario, K2C3V3",convenience,gas station,Carleton Heights - Rideauview,45.3531316,-75.7048616
861,Petro-Canada,"5336 Boundary Road, Gloucester, Ontario, K0A1K0",convenience,gas station,Edwards - Carlsbad Springs,45.345078,-75.4436492
862,Petro-Canada,"690 Hunt Club Road, Ottawa, Ontario, K1V1C3",convenience,gas station,Hunt Club - Ottawa Airport,45.3429899,-75.669964
863,Petro-Canada,"1431 Woodroffe Avenue, Nepean, Ontario, K2G1V9",convenience,gas station,Cityview - Crestview - Meadowlands,45.3426229,-75.7564534
864,Petro-Canada,"4000 Riverside Drive, Ottawa, Ontario, K1V2E8",convenience,gas station,Hunt Club Woods - Quintarra - Revelstoke,45.3338503,-75.6939619
865,Petro-Canada,"1881 Robertson Road, Nepean, Ontario, K2H5B7",convenience,gas station,Bells Corners East,45.3273421,-75.821492
866,Petro-Canada,"570 Terry Fox Dr, Kanata, Ontario, K2T1L2",convenience,gas station,Kanata Lakes - Arcardia,45.308046,-75.9156519
867,Petro-Canada,"7 Carbrooke St., Kanata, Ontario, K2L1B1",convenience,gas station,Glen Cairn - Kanata South Business Park,45.3023544,-75.8791186
868,Petro-Canada,"3320 Fallowfield Road, Nepean, Ontario, K2J4P5",convenience,gas station,Old Barrhaven East,45.2979737,-75.7318443
869,Petro-Canada,"2222 Route 500 West, Box 959, Embrun, Ontario, K0A1W0",convenience,gas station,(None),45.290931,-75.228436
870,Petro-Canada,"500 Eagleson Road, Kanata, Ontario, K2M1H4",convenience,gas station,Glen Cairn - Kanata South Business Park,45.2908396,-75.8706811
871,Petro-Canada,"3766 Fallowfield Road, Nepean, Ontario, K2J1A1",convenience,gas station,Old Barrhaven West,45.2874346,-75.7571842
872,Petro-Canada,"3300 Woodroffe Avenue, Nepean, Ontario, K2J4G5",convenience,gas station,Old Barrhaven East,45.2759127,-75.7196091
873,Petro-Canada,"6061 Hazeldean Road, Stittsville, Ontario, K2S1B9",convenience,gas station,Stittsville,45.272694,-75.9309671
874,Petro-Canada,"3775 C Strandherd Drive, Ottawa, Ontario, K2J4B1",convenience,gas station,Stonebridge - Half Moon Bay - Heart's Desire,45.2685841,-75.7501918
875,Petro-Canada,"6250 Hazeldean Road, Stittsville, Ontario, K2S1B9",convenience,gas station,Stittsville,45.2681321,-75.9383774
876,Pharmacie Shoppers Drug Mart,"1937 Boul Portobello, Orleans, ON K4A 4W9",convenience,regular,Cardinal Creek,45.4680525,-75.4657987
877,Php Marketing,"272 Mountbatten Ave, Ottawa, ON K1H 5W3",specialty,health store,Billings Bridge - Alta Vista,45.3918671,-75.6616033
878,Phuoc Loi,"797 Somerset St W, Ottawa, ON K1R 6R3",grocery,small,West Centretown,45.4097421,-75.7104985
879,Phynicia Restaurant,"605 Longfields Drive, Ottawa, ON K2J 6T7",specialty,bakery,Old Barrhaven East,45.2847669,-75.7449274
880,Pinecrest Deli,"2831 Dumaurier Ave, Ottawa, ON K2B 7W3",specialty,deli meat cheese,Whitehaven - Queensway Terrace North,45.3509485,-75.7932803
881,Pinewood Orchards,"101 Herzberg Road, Nepean, ON K2K 2Y3",farmer's market,farmer's market,Greenbelt,45.3341227,-75.8900789
882,Ping Fat Lee,"719 Somerset St W, Ottawa, ON K1R 6P7",specialty,health store,West Centretown,45.4107482,-75.7079527
883,Pioneer,"590 MONTREAL RD., OTTAWA, ON, K1K0T9",convenience,gas station,Overbrook - McArthur,45.4416383,-75.6441817
884,Pioneer,"1134 OGILVIE RD., GLOUCESTER, ON, K1J8V1",convenience,gas station,Overbrook - McArthur,45.4261393,-75.6310308
885,Pioneer,"631 INDUSTRIAL AVE., OTTAWA, ON, K1G0Z1",convenience,gas station,East Industrial,45.4112607,-75.6407621
886,Pioneer,"1795 BANTREE ROAD, OTTAWA, ON, K1B4G6",convenience,gas station,East Industrial,45.4066167,-75.6169468
887,Pioneer,"2931 BANK ST., GLOUCESTER, ON, K1T1N7",convenience,gas station,Hunt Club Upper -Blossom Park - Timbermill,45.3478896,-75.6251507
888,Pioneer Gas,"2688 ST. JOSEPH BLVD., ORLEANS, ON",convenience,gas station,Orléans Village - Chateauneuf,45.4716751,-75.5228412
889,Pioneer Gas,"10418 HIGHWAY 7 RR 2, CARLETON PLACE, ON",convenience,gas station,(None),45.131334,-76.121428
890,Pioneer Gas,"2140 HWY #31, WINCHESTER, ON",convenience,gas station,(None),45.0884372,-75.377765
891,Pipeline Truck Stop,"Glenfield Road, Ottawa, ON K1G 5N3",convenience,gas station,East Industrial,45.3848372,-75.6003191
892,Place Cartier Iga Laflamme,"425 Saint-Joseph Boul, Ottawa, ON",grocery,small,(None),45.4456609,-75.7340534
893,Polka Delicatessen,"1576 Walkley Road, Ottawa, ON K1V 6P5",specialty,deli meat cheese,Ledbury - Heron Gate - Ridgemont,45.3767035,-75.6468216
894,Portuguese Bakery,"48 Nelson Street, Ottawa, ON K1N 7R2",specialty,bakery,Lowertown,45.432201,-75.6865246
895,Pot & Pantry,"244 Elgin Street, Ottawa, ON",grocery,small,Centretown,45.418373,-75.6909919
896,PremiÃƒÂ¨re Moisson,"920 Boulevard Maloney O, Gatineau, QC J8T 3R6",specialty,bakery,(None),45.4779159,-75.6903002
897,PremiÃƒÂ¨re Moisson,"120 University Drive, Ottawa, ON K1N 6N5",specialty,bakery,Carleton University,45.3851669,-75.694789599999993
898,Preston Food Market,"71 Preston St, Ottawa, ON",grocery,small,West Centretown,45.4096406,-75.7148187
899,Prince Ali Bakery,"1600 Walkey Road, Ottawa, ON K1V 6P5",specialty,bakery,Ledbury - Heron Gate - Ridgemont,45.3768759,-75.645979
900,Prodeli,"215 Rue Bellehumeur, Gatineau, QC J8T 8H3",specialty,deli meat cheese,(None),45.4803852,-75.6926179
901,Produce Depot,"1855 Av Carling, Ottawa, ON",grocery,small,Laurentian,45.376824,-75.7569034
902,Pronto Food Marts,"2688 St Joseph Blvd, Orleans, ON K1C 1G3",convenience,regular,Orléans Village - Chateauneuf,45.4716751,-75.5228412
903,Pronto Food Marts,"1119 Concession Street, Russell, ON K4R 1C8",convenience,regular,(None),45.2578739,-75.3581913
904,Pronto Foodmart,"5303 Canotek Rd Unit #1, Gloucester, ON K1J 9M1",grocery,small,Rothwell Heights - Beacon Hill North,45.4529502,-75.5885048
905,Provigo,"22 Rue Des Flandres, Ottawa, ON",grocery,small,(None),45.4711794,-75.7181553
906,Proxim Isabelle Menard,"87 Chemin Old Chelsea, Chelsea, QC J9B 1K9",specialty,health store,(None),45.5035525,-75.7948719
907,Purbany Enterprise,"1036 Merivale Road, Ottawa, ON K1Z 6A7",convenience,regular,Carlington,45.3789353,-75.7334834
908,Quality Life Services,"2220 Gladwin Crescent, Ottawa, ON K1B 4S6",specialty,health store,East Industrial,45.4060182,-75.6246632
909,Quality Meat and Foods,"1411 Triole St, Gloucester, ON K1B 4T4",grocery,small,East Industrial,45.4161756,-75.6304703
910,Quelque Chose Macaron Boutique,"379 Richmond Road, Ottawa, ON K2A 0E7",specialty,bakery,Westboro,45.3914251,-75.7557367
911,Quelque Chose PÃ¢tisserie,"70 George St, Ottawa, ON K1N 5V9",specialty,bakery,Byward Market,45.4268619,-75.6917088
912,Quelque Chose Patisserie,"274 Montreal Rd, Vanier, ON K1L 6C4",specialty,bakery,Vanier South,45.4366197,-75.6598836
913,Quick Way Food Market,"326 Somerset St E, Ottawa, ON",grocery,small,Sandy Hill,45.4245315,-75.6740368
914,Quickie,"915 WATTERS STREET, Cumberland, Ontario, K4A 3K5",convenience,regular,Fallingbrook,45.4837088,-75.4756006
915,Quickie,"375 DES EÃŒÂPINETTES AVE, Cumberland, Ontario, K1E 3E6",convenience,regular,Queenswood Heights,45.4661877,-75.4957745
916,Quickie,"64 BEECHWOOD AVENUE, Ottawa, Ontario, K1L 8B2",convenience,regular,Vanier North,45.4401226,-75.6749723
917,Quickie,"490 RIDEAU STREET, Ottawa, Ontario, K1N 8L4",convenience,regular,Sandy Hill,45.431362,-75.6789385
918,Quickie,"431 DONALD STREET, Ottawa, Ontario, K1K 1L8",convenience,regular,Overbrook - McArthur,45.4284426,-75.6493299
919,Quickie,"287A SOMERSET STREET EAST, Ottawa, Ontario, K1N 6V7",convenience,regular,Sandy Hill,45.4236943,-75.6765377
920,Quickie,"119 MANN AVENUE, Ottawa, Ontario, K1N 5A4",convenience,regular,Sandy Hill,45.4213501,-75.67194
921,Quickie,"435 ALBERT STREET, Ottawa, Ontario, K1R 7X4",convenience,regular,Centretown,45.4173543,-75.7067817
922,Quickie,"348 ELGIN STREET, Ottawa, Ontario, K2P 1M6",convenience,regular,Centretown,45.4157122,-75.6886654
923,Quickie,"326-332 BANK STREET, Ottawa, Ontario, K2P 1Y1",convenience,regular,Centretown,45.4142546,-75.6956649
924,Quickie,"163 BELL STREET NORTH, Ottawa, Ontario, K1R 7E1",convenience,regular,West Centretown,45.4067476,-75.705678
925,Quickie,"255 PARKDALE AVENUE, Ottawa, Ontario, K1Y 1G1",convenience,regular,Hintonburg - Mechanicsville,45.4049117,-75.731157
926,Quickie,"655 BRONSON AVE., Ottawa, Ontario, K1S 4E7",convenience,regular,Glebe - Dows Lake,45.4034352,-75.7008307
927,Quickie,"1034 PLEASANT PARK RD, Ottawa, Ontario, K1G 2A1",convenience,regular,Elmvale - Canterbury,45.3953221,-75.6216341
928,Quickie,"1166 BANK STREET, Ottawa, Ontario, K1S 3X8",convenience,regular,Old Ottawa South,45.392441,-75.6825306
929,Quickie,"1780 HERON ROAD, Ottawa, Ontario, K1V 6A1",convenience,regular,Ledbury - Heron Gate - Ridgemont,45.3802885,-75.6396287
930,Quickie,"1435 CALDWELL AVE., Ottawa, Ontario, K1Z 8L3",convenience,regular,Carlington,45.372816,-75.7349302
931,Quickie,"4 LORRY GREENBERG DRIVE, Ottawa, Ontario, K1G 5H6",convenience,regular,Hunt Club Park,45.3691281,-75.6209221
932,Quickie,"1386 RICHMOND ROAD, Ottawa, Ontario, K2B 8L4",convenience,regular,Britannia Village,45.3651059,-75.7877922
933,Quickie,"361 POULIN AVENUE, Ottawa, Ontario, K2B 5V2",convenience,regular,Britannia Village,45.3630049,-75.7917297
934,Quickie,"1356-1366 CLYDE AVENUE, UNIT 13, Nepean, Ontario, K2C 3Z4",convenience,regular,Civic Hospital-Central Park,45.36224,-75.7407585
935,Quickie,"1661 HUNT CLUB ROAD, Ottawa, Ontario, K1T 3Z3",convenience,regular,Greenboro East,45.3603146,-75.6315224
936,Quickie,"3332 McCARTHY ROAD, Ottawa, Ontario, K1V 0H9",convenience,regular,Hunt Club East - Western Community,45.351192,-75.6702828
937,Quickie,"350 VIEWMOUNT DRIVE, Ottawa, Ontario, K2E 7T5",convenience,regular,Borden Farm - Fisher Glen,45.3489862,-75.7149353
938,Quickie,"1 CHARTWELL AVENUE, Ottawa, Ontario, K2G 4C6",convenience,regular,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,45.3323407,-75.7701227
939,Quickie,"4505 BANK STREET, Ottawa, Ontario, K1T 3W5",convenience,regular,Greenbelt,45.331419,-75.5996245
940,Quickie,"2 GOLDRIDGE DRIVE, Kanata, Ontario, K2T 1C7",convenience,regular,Kanata Lakes - Arcardia,45.316109,-75.9206246
941,Quickie,"1 RIDEAUCREST DR., Nepean, Ontario, K2G 6A4",convenience,regular,Rideau Crest - Davidson Heights,45.2848746,-75.7229169
942,Quickie,"800 STONEHAVEN DRIVE, Kanata, Ontario, K2M 2Z2",convenience,regular,Bridlewood - Emerald Meadows,45.2811972,-75.838223
943,Quickie,"2201 JOCKVALE ROAD, Nepean, Ontario, K2J 4J9",convenience,regular,Old Barrhaven West,45.2758212,-75.7773042
944,Quickie,"3023 CEDARVIEW ROAD, Nepean, Ontario, K2J 4A8",convenience,regular,Old Barrhaven West,45.2660293,-75.7713906
945,Quickie,"712 NORTH RIDEAU STREET, Kemptville, Ontario, K0G 1J0",convenience,regular,(None),45.0209838,-75.6530963
946,Quickie,"305 ST. LAWRENCE STREET, Merrickville, Ontario, K0G 1N0",convenience,regular,(None),44.9146639,-75.8363077
947,Quickie the Convenience Stores,"1670 Heron Rd, Ottawa, ON",grocery,small,Ledbury - Heron Gate - Ridgemont,45.379825,-75.644557
948,Quitters,"1523 Stittsville Main Street, Stittsville, ON K2S 1A6",specialty,bakery,Stittsville,45.2580192,-75.9202362
949,Rafedain Bakery,"1920 Bank Street, Ottawa, ON K1V 7Z8",specialty,bakery,Hunt Club Woods - Quintarra - Revelstoke,45.3677105,-75.6626927
950,Ralph & Sons Gas Station & C-Store,"3420 Carling Ave, Nepean, ON",convenience,gas station,Crystal Bay - Lakeview Park,45.352191,-75.8354632
951,Rawflect,"84 Meadowlands Drive W, Ottawa, ON K2G 2R8",specialty,bakery,Cityview - Crestview - Meadowlands,45.3470198,-75.7428672
952,REAL CANADIAN SUPERSTORE,"4270 Innes Rd, Ottawa, Ontario, K4A 5E6",grocery,large,Portobello South,45.4572295,-75.4953166
953,REAL CANADIAN SUPERSTORE,"190 Richmond Rd, Ottawa, Ontario, K1Z 6W6",grocery,large,Westboro,45.3942654,-75.7473437
954,REAL CANADIAN SUPERSTORE,"760 Eagleson Rd, Kanata, Ontario, K2M 0A7",grocery,large,Glen Cairn - Kanata South Business Park,45.2827189,-75.8665256
955,Reliance Foods International,"644 Cooper St, Ottawa, ON K1R 5J2",specialty,health store,Centretown,45.4135771,-75.702498
956,Rema Convenience Store,"1263 Wellington St W, Ottawa, ON K1Y 3A6",convenience,regular,Island Park - Wellington Village,45.399495,-75.7335015
957,Rene's Corner,"4490 Anderson Road, Carlsbad Springs, ON K0A 1K0",convenience,regular,Edwards - Carlsbad Springs,45.3423997,-75.5249528
958,Rene's Corner,"685 River Rd, Gloucester, ON K1V 2G2",grocery,large,Riverside South - Leitrim,45.2701673,-75.6978273
959,Rexall,"1615 OrlÃ¢Ë†Å¡Ã‚Â©ans Blvd, OrlÃ¢Ë†Å¡Ã‚Â©ans, ON K1C 7E2",grocery,large,Orléans Village - Chateauneuf,45.4604249,-75.5247209
960,Rexall,"2116 Montreal Road, Ottawa, ON K1J 6M7",grocery,large,Beacon Hill South - Cardinal Heights,45.4479777,-75.5918655
961,Rexall,"753 Montreal Road, Ottawa, ON K1K 0T1",grocery,large,Wateridge Village,45.4450941,-75.6365507
962,Rexall,"1980 Ogilvie Road Unit #144, Gloucester, ON K1J 9L3",grocery,large,Carson Grove - Carson Meadows,45.4325275,-75.6098258
963,Rexall,"200 Rideau Pl #216, Ottawa, ON K1N 5Y1",grocery,large,Sandy Hill,45.4274754,-75.6883037
964,Rexall,"22 Baskin Drive East, Arnprior, ON K7S 3G8",grocery,large,(None),45.4239485,-76.3669273
965,Rexall,"407 Laurier Avenue West Unit #24, 25 & 26, Ottawa, ON K1R 7Y7",grocery,large,Centretown,45.4174617,-75.7025069
966,Rexall,"1620 Scott Street, Unit 29, Ottawa, ON K1Y 4S7",grocery,large,Hintonburg - Mechanicsville,45.4033619,-75.7338284
967,Rexall,"1910 St Laurent Blvd, Ottawa, ON K1G 1A4",grocery,large,Elmvale - Canterbury,45.3990561,-75.6239131
968,Rexall,"1415 Carling Avenue, Ottawa, ON K1Z 7L6",grocery,large,Westboro,45.386315,-75.739747499999993
969,Rexall,"2269 Riverside Dr E, Ottawa, ON K1H 8K2",grocery,large,Billings Bridge - Alta Vista,45.3858045,-75.6783143
970,Rexall,"1725 Walkley Road Unit C, Ottawa, ON K1V 2P6",grocery,large,Ledbury - Heron Gate - Ridgemont,45.3778586,-75.6459656
971,Rexall,"2121 Carling Ave, Ottawa, ON K2A 1H2",grocery,large,Laurentian,45.3731497,-75.7686794
972,Rexall,"832 March Road, Kanata, ON K2W 0C9",grocery,large,Brookside - Briarbrook - Morgan's Grant,45.3568278,-75.9334925
973,Rexall,"2950 Carling Avenue, Ottawa, ON K2B 7J7",grocery,large,Whitehaven - Queensway Terrace North,45.3559371,-75.8021607
974,Rexall,"1595 Merivale Rd #1A, Nepean, ON K2G 3J4",grocery,large,Skyline - Fisher Heights,45.3524148,-75.7327639
975,Rexall,"S1363B Woodroffe Avenue, Nepean, ON K2G 1V7",grocery,large,Cityview - Crestview - Meadowlands,45.3498598,-75.7617807
976,Rexall,"4048 Carling Ave, Kanata, ON K2K 1Y1",grocery,large,Brookside - Briarbrook - Morgan's Grant,45.3371417,-75.9072525
977,Rexall,"2144 Robertson Road, Nepean, ON K2H 5Z1",grocery,large,Bells Corners West,45.320755,-75.8358271
978,Rexall,"900 Greenbank Rd, Nepean, ON K2J 4P6",grocery,large,Old Barrhaven West,45.2847264,-75.7564617
979,Rexall,"430 Ottawa Street, Almonte, ON K0A 1A0",grocery,large,(None),45.2360381,-76.1831924
980,Rhema's African And Caribbean Market,"4380 Innes Rd, OrlÃ¢Ë†Å¡Ã‚Â©ans, ON K4A 3W3",grocery,small,Portobello South,45.4599028,-75.4901508
981,Richmond Food Market,"1315 Richmond Rd, Ottawa, ON",grocery,small,Britannia Village,45.3681702,-75.7858283
982,Richmond Mart,"747 Richmond Rd, Ottawa, ON K2A 0G6",convenience,regular,Laurentian,45.382657,-75.7701135
983,Rideau Pines Farm and Market,"5714 Fourth Line Rd, North Gower, ON K0A 2T0",grocery,small,Richmond,45.1761956,-75.774174
984,Riverbreeze Tuck Shop,"1541 Riverside Dr, Ottawa, ON K1G 4E2",convenience,regular,Riverview,45.409144,-75.662675
985,Riverside Mart,"1335 Bank St, Ottawa, ON K1H 7X8",convenience,regular,Billings Bridge - Alta Vista,45.3888422,-75.676649
986,Riverside Place Tuck Shop,"1755 Riverside Dr, Ottawa, ON K1G 3T6",convenience,regular,Riverview,45.4020196,-75.6652827
987,Riverside Service Centre,"1540 Bank St, Ottawa, ON K1H",convenience,gas station,Billings Bridge - Alta Vista,45.3805255,-75.6685385
988,Roberto's Corner,"1034 Pleasant Park Rd, Ottawa, ON K1G 2A1",convenience,regular,Elmvale - Canterbury,45.3953221,-75.6216341
989,Rochon Garden,"1101 York's Corners Road, Edwards, ON K0A 1V0",farmer's market,farmer's market,Edwards - Carlsbad Springs,45.321304,-75.464271
990,Rock'N Deli,"1100 Boulevard Maloney, Gatineau, QC J8T 6G3",specialty,deli meat cheese,(None),45.4756531,-75.6972849
991,Roma Confectionery,"258 Rochester St, Ottawa, ON K1R 7N1",convenience,regular,West Centretown,45.406023,-75.7104354
992,Royal Food Market,"2895 Bank St, Gloucester, ON K1T 1N2",convenience,regular,Hunt Club Upper -Blossom Park - Timbermill,45.3490273,-75.626724
993,Royal Varity,"260 Bank Street, Ottawa, ON K2P 1X4",convenience,regular,Centretown,45.4160833,-75.6971684
994,Rudolph 2000,"120 - 2700 Lancaster Road, Ottawa, ON K1B 4T7",specialty,bakery,East Industrial,45.3971808,-75.6087017
995,Saigon Meats & Vegetables,"777 Somerset Street W, Ottawa, ON K1R 6R3",convenience,regular,West Centretown,45.4100018,-75.7100384
996,SAM A FRUITS,"1183 Hunt Club Rd #111, Ottawa, ON K1V 8S4",grocery,small,South Keys - Greenboro West,45.3529772,-75.6505394
997,SamÃ¢â‚¬Å¡Ãƒâ€žÃƒÂ´s Convenience,"1565 Alta Vista Dr, Ottawa, ON K1G 0E9",grocery,small,Riverview,45.4086185,-75.6573288
998,Sammy's Corner Confectionary,"1076 St Laurent Blvd, Ottawa, ON K1K 3B4",convenience,regular,Overbrook - McArthur,45.4263396,-75.6388927
999,San Jose Mexican Foods,"1017B Carp Road, Ottawa, ON",grocery,small,Stittsville,45.2725019,-75.9455961
1000,Sandy Hill Pet and People Food Co-op,"304 Wilbrod Street, Ottawa, ON K1N 6M1",specialty,health store,Sandy Hill,45.4274289,-75.6805365
1001,Sanguiccio,"183 Preston Street, Ottawa, ON K1R 7P8",specialty,deli meat cheese,West Centretown,45.4064902,-75.7127802
1002,Saputo Foods,"1275 Leeds Ave, Ottawa, ON K1B 3W2",specialty,health store,East Industrial,45.4034174,-75.6090004
1003,Saslove's Meat Market,"50 Byward Market Square, Ottawa, ON K1N 7A2",specialty,deli meat cheese,Byward Market,45.4273608,-75.6927851
1004,Savannah Afro Caribbean Products,"1838 Bank Street, Ottawa, ON",grocery,small,Billings Bridge - Alta Vista,45.370372,-75.6646426
1005,Savoir Fare,"E135-1385 Woodroffe Avenue, Ottawa, ON K2G 3G7",specialty,bakery,Cityview - Crestview - Meadowlands,45.3470853,-75.7594786
1006,Scrummie Scones,"5546 Manotick Main Street, Ottawa, ON K4M 1B3",specialty,bakery,Manotick,45.2248788,-75.6840936
1007,Second Avenue Sweets,"151B Second Avenue, Ottawa, ON K1S 2H6",specialty,bakery,Glebe - Dows Lake,45.4036138,-75.6893173
1008,Seed to Sausage General Store,"729 Gladstone Avenue, Ottawa, ON K1R 7B1",specialty,deli meat cheese,West Centretown,45.4077548,-75.7044625
