rowid,name,address,category2,category3,Nbhd,lat,lng
403,Geeland International Grocery,"1620 Walkley Road, Ottawa, ON",grocery,small,Ledbury - Heron Gate - Ridgemont,45.3773624,-75.6450154
404,Geenie Bakery,"209 Glen Park Drive, Ottawa, ON K1B 5B8",specialty,bakery,Blackburn Hamlet,45.4309451,-75.5646104
405,General Nutrition,"110 Place D'orleans Dr, Orleans, ON K1C 2L9",specialty,health store,Convent Glen - Orléans Woods,45.4781702,-75.5155571
406,General Nutrition,"400 Earl Grey Drive, Kanata, ON K2T 1B9",specialty,health store,Kanata Lakes - Arcardia,45.3114428,-75.9142711
407,General Nutrition Centre,"1200 St Laurent Blvd, Ottawa, ON K1K 3B8",specialty,health store,Overbrook - McArthur,45.4219466,-75.6387057
408,General Nutrition Centre,"160 Bank St, Ottawa, ON K1P 5N8",specialty,health store,Centretown,45.4187593,-75.699408
409,George's Meat Shop,"3681 Innes Road, Ottawa, ON K1C 1T1",specialty,bakery,Orléans Village - Chateauneuf,45.4502459,-75.5189877
410,Giant Tiger,"385, avenue de Buckingham, Buckingham, QC, J8L 2G8",convenience,regular,(None),45.5898658,-75.4179833
411,Giant Tiger,"1657 Laurier Street PO Box 719, Rockland, ON, K4K 1L4",convenience,regular,(None),45.5490373,-75.2899322
412,Giant Tiger,"715, boul. Maloney Est, Gatineau, QC, J8P 1G3",convenience,regular,(None),45.4841844,-75.6236107
413,Giant Tiger,"900 Watters Road, OrlÃƒÂ©ans, ON, K4A 0B4",convenience,regular,Cardinal Creek,45.4820643,-75.4734004
414,Giant Tiger,"2396 St.Joseph Blvd., Orleans, ON, K1C 1G1",convenience,regular,Orléans Village - Chateauneuf,45.4684687,-75.5286254
415,Giant Tiger,"55,  boul. GrÃƒÂ©ber, Gatineau, QC, J8T 3P7",convenience,regular,(None),45.4625432,-75.6994492
416,Giant Tiger,"80 Elgin Street West, Arnprior, ON, K7S 1N5",convenience,regular,(None),45.4339729,-76.3560647
417,Giant Tiger,"144, rue Papineau, Gatineau, QC",convenience,regular,(None),45.4305529,-75.7182779
418,Giant Tiger,"1021 St. Laurent Boulevard, Ottawa, ON, K1K 3B1",convenience,regular,Overbrook - McArthur,45.4284564,-75.6379081
419,Giant Tiger,"98 George Street, Ottawa, ON, K1N 5W2",convenience,regular,Byward Market,45.427402,-75.6905046
420,Giant Tiger,"1085 Wellington Street West, Ottawa, ON, K1Y 2Y4",convenience,regular,Hintonburg - Mechanicsville,45.4032036,-75.7255198
421,Giant Tiger,"210, chemin Aylmer, Gatineau (Aylmer), QC, J9H 1A2",convenience,regular,(None),45.3947103,-75.8331176
422,Giant Tiger,"2480 Walkley Road, Ottawa, ON, K1G 6A9",convenience,regular,East Industrial,45.3902453,-75.6101515
423,Giant Tiger,"1512 Merivale Road, Ottawa, ON, K2G 3J6",convenience,regular,Cityview - Crestview - Meadowlands,45.3567334,-75.7378655
424,Giant Tiger,"2950 Bank Street, Blossom Park, ON, K1T 1N8",convenience,regular,Hunt Club Upper -Blossom Park - Timbermill,45.344538,-75.622643
425,Giant Tiger,"1861 Robertson Road, Ottawa, ON, K2H 9N5",convenience,regular,Bells Corners East,45.3280758,-75.8210352
426,Giant Tiger,"6081 Hazeldean Road, Stittsville, ON, K2S 1B8",convenience,regular,Stittsville,45.2724542,-75.9329283
427,Giant Tiger,"654 Notre Dame Street, Embrun, ON, K0A 1W0",convenience,regular,(None),45.2679279,-75.3096731
428,Giant Tiger,"1168 Maple Street, Manotick, ON, K4M 1A5",convenience,regular,Manotick,45.2242374,-75.6859436
429,Giant Tiger,"320 Coleman Street, Carleton Place, ON, K7C 0B5",convenience,regular,(None),45.1400487,-76.1286808
430,Giant Tiger,"2970 County Road 43, Kemptville, ON, K0G 1J0",convenience,regular,(None),45.0286904,-75.6366503
431,Gigi's Market Lalanne Multi-services,"23 Montreal Rd, Vanier, ON K1L 6E8",grocery,small,Vanier North,45.4333303,-75.6690121
432,Glebe Meat Market,"869 Bank St., Ottawa ON K1S3W4",grocery,small,Glebe - Dows Lake,45.400959,-75.6869613
433,Glitz Cupcakes Company,"11 Murray Street, Ottawa, ON K1N 9M5",specialty,bakery,Byward Market,45.429079,-75.6956117
434,Gloucester Fine Foods,"303-1228 Old Innes Rd, Ottawa, ON K1B 3V3",grocery,small,East Industrial,45.410138,-75.617999
435,Golden Baguette Bakery,"242 Bank Street, Ottawa, ON K2P 1X4",specialty,bakery,Centretown,45.416355,-75.6974384
436,GOODIES,"103 Fourth Avenue, Ottawa, ON K1S 2L1",specialty,bakery,Glebe - Dows Lake,45.402666,-75.6875304
437,Grace in the Kitchen,"442 Hazeldean Rd, Ottawa, ON K2L 1V2",grocery,small,Glen Cairn - Kanata South Business Park,45.2995219,-75.885129
438,Grant Crossing,"5537 Hazeldean Road, Stittsville, ON K2L",specialty,health store,Stittsville,45.2883048,-75.904716
439,Greely Convenience Store,"1341 Meadow Dr, Greely, ON K4P 1N3",grocery,small,Greely,45.265382,-75.562133
440,Green Fresh Supermarket,"29 Selkirk Street, Ottawa, ON",grocery,small,Vanier South,45.4321785,-75.6681141
441,Greenbank Foods,"806 Greenbank Rd, Ottawa, ON",grocery,small,Old Barrhaven West,45.2870325,-75.756814
442,Grill Master Restaurant & Catering,"30 Colonnade Rd, Ottawa, ON K2E 7J6",specialty,deli meat cheese,Hunt Club South Industrial,45.3428914,-75.7195024
443,Grocery G3,"399b Dalhousie Street, Ottawa, ON",grocery,small,Sandy Hill,45.4269988,-75.6893633
444,H & A Energy Bar,"850 Industrial Ave, Ottawa, ON K1G 4K2",specialty,health store,East Industrial,45.4065214,-75.6324418
445,Hadalyna Bakery,"117 Rue Front, Gatineau, QC J9H 5S9",specialty,bakery,(None),45.404186,-75.8554512
446,Hanna's Bakery Pita Perfect,"1228 Old Innes Rd Unit 312, Ottawa, ON K1B 3V3",specialty,bakery,East Industrial,45.4098512,-75.6178268
447,Happy Goat Coffee Company,"35 Laurel Street, Ottawa, ON K1Y 2E6",specialty,bakery,Hintonburg - Mechanicsville,45.4052342,-75.7172898
448,Harry Deli,"320 Queen Street, Ottawa, ON K1R 5A3",specialty,deli meat cheese,Centretown,45.4190809,-75.7034734
449,Hasi Bakery,"250 Greenbank Road, Ottawa, ON K2H 8X4",specialty,bakery,Trend-Arlington,45.3244028,-75.7795626
450,Hasty Market,"596 Rideau St, Ottawa, ON K1N 6A2",grocery,large,Sandy Hill,45.4329124,-75.6754193
451,Hasty Market,"1565 Alta Vista Drive, Ottawa, ON",grocery,large,Riverview,45.4086185,-75.6573288
452,Hasty Market,"1224 Wellington St W, Ottawa, ON K1Y 3A1",grocery,large,Hintonburg - Mechanicsville,45.3997284,-75.7312123
453,Hasty Market,"1234 Merivale Rd, Ottawa, ON K2C 4C3",convenience,regular,Civic Hospital-Central Park,45.3705594,-75.7332882
454,Hasty Market,"2361 Carling Avenue, Ottawa, ON K2B 8E5",convenience,regular,Carlingwood West - Glabar Park - McKellar Heights,45.367192,-75.7790651
455,Hasty Market,"1896 Prince Of Wales Drive, Ottawa, ON K2C 3W9",convenience,regular,Carleton Heights - Rideauview,45.3538415,-75.7048504
456,HAWTHORNE ESSO,"3500 HAWTHORNE RD, OTTAWA, ON",convenience,gas station,Hunt Club Park,45.3741719,-75.597868
457,Health Keg,"53 Broadway Ave, Ottawa, ON K1S 2V4",specialty,health store,Glebe - Dows Lake,45.3965781,-75.6907086
458,Health Sciences Book Store,"501 Smyth Rd, Ottawa, ON K1H 8L6",specialty,health store,Riverview,45.4028386,-75.6481867
459,Healthy Planet Kanata,"400 Earl Grey Dr, Ottawa, ON",specialty,health store,Kanata Lakes - Arcardia,45.3114428,-75.9142711
460,Healthy Planet Trainyards,"590 Industrial Avenue, Ottawa, ON",specialty,health store,East Industrial,45.4107468,-75.6425309
461,Herb & Spice Shop,"375 Bank Street, Ottawa, ON",grocery,large,Centretown,45.4139145,-75.6948505
462,Herb & Spice Shop,"1310 Wellington St, Ottawa, ON K1Y 3B2",grocery,large,Island Park - Wellington Village,45.3984898,-75.7365031
463,Hobbs Meats and Bakery,"2394 Dwyer Hill Road, Ottawa, ON",specialty,bakery,Munster - Ashton,45.1605236,-75.9883083
464,Hogan's Food Store,"315 Powell Ave, Ottawa, ON K1S 2A6",grocery,small,Glebe - Dows Lake,45.4021862,-75.7017407
465,Holistic Health Shop,"2211 Riverside Dr, Ottawa, ON K1H 7X5",specialty,health store,Billings Bridge - Alta Vista,45.3882199,-75.6777893
466,Honey,"1564 Stittsville Main St, Stittsville, ON K2S 1P1",specialty,bakery,Stittsville,45.2562575,-75.9190103
467,Hung Phat Grocery,"139 Rochester St, Ottawa, ON K1R 7M2",grocery,small,West Centretown,45.4088823,-75.7117215
468,HUNTMAR,"225 HUNTMAR DR, KANATA, ON",convenience,regular,Stittsville,45.2942842,-75.9276597
469,Hyperforme Nutrition,"178 Boulevard GrÃƒÂ©ber, Gatineau, QC J8T 6Z6",specialty,health store,(None),45.471695,-75.701866
470,I Deal Coffee,"176 Dalhousie Street, Ottawa, ON K1N 7C6",specialty,bakery,Byward Market,45.432541,-75.6944843
471,Ichiban Bakery,"825 Bank Street, Ottawa, ON K1S 3V9",specialty,bakery,Glebe - Dows Lake,45.4022073,-75.687772
472,Ichiban Bakery,"1500 Bank Street, Ottawa, ON K1H 7Z2",specialty,bakery,Billings Bridge - Alta Vista,45.3809813,-75.6701018
473,IGA Extra,"203 Boulevard des Grive, Gatineau, QC J9A 0C7",specialty,deli meat cheese,(None),45.4321316,-75.7793383
474,Il Negozio Nicastro,"792 Bank St, Ottawa, ON K1S 3V8",specialty,bakery,Glebe - Dows Lake,45.402908,-75.6884398
475,Il Negozio Nicastro,"1355 Wellington Street W, Ottawa, ON",grocery,large,Island Park - Wellington Village,45.3985223,-75.7387545
476,Il Perugino Caffe & Bar,"277 Dalhousie St, Ottawa, ON K1N 7E5",specialty,deli meat cheese,Byward Market,45.4301133,-75.6920154
477,"India Cafe, ByWard Market","30 Byward Market Square, Ottawa, ON K1N 7A2",grocery,small,Byward Market,45.4277431,-75.6930877
478,India Food Centre & Convenience,"1433 Wellington Street W, Ottawa, ON K1Y 2X4",convenience,regular,Island Park - Wellington Village,45.3978516,-75.7413481
479,INS Market,"2277 Riverside Dr. Unit 216, Ottawa, ON K1H 7X6",grocery,small,Billings Bridge - Alta Vista,45.3856281,-75.6774777
480,International Cheese & Deli,"40 ByWard Market Sq, Ottawa, ON",specialty,deli meat cheese,Byward Market,45.427558,-75.6929392
481,International News,"110 Place D'orleans Drive, Orleans, ON K1C 2L9",convenience,regular,Convent Glen - Orléans Woods,45.4781702,-75.5155571
482,International News,"1980 Ogilvie Rd, Ottawa, ON K1J 9L3",convenience,regular,Carson Grove - Carson Meadows,45.4325275,-75.6098258
483,International News,"11 Colonel by Dr, Ottawa, ON K1N 9H4",convenience,regular,Sandy Hill,45.4247211,-75.6923995
484,International News,"111 Albert Street, Ottawa, ON K1P 1A5",convenience,regular,Centretown,45.421646,-75.6974294
485,International News,"269 Av Laurier O, Ottawa, ON K1P 5J9",convenience,regular,Centretown,45.4191565,-75.6984744
486,International News,"2277 Riverside Dr, Ottawa, ON K1H 7X6",convenience,regular,Billings Bridge - Alta Vista,45.3856281,-75.6774777
487,International News,"2121 Avenue Carling, Ottawa, ON K2A 1H2",convenience,regular,Laurentian,45.3731497,-75.7686794
488,International News,"1642 Merivale Rd, Ottawa, ON K2G 4A1",convenience,regular,Cityview - Crestview - Meadowlands,45.3455841,-75.732034
489,ISLAND PARK ESSO,"369 ISLAND PARK DR, OTTAWA, ON",convenience,gas station,Island Park - Wellington Village,45.3972391,-75.7416991
490,Ivan's Meat and Deli,"1496 Stittsville Main Street, Stittsville, ON K2S 1B2",specialty,deli meat cheese,Stittsville,45.258902,-75.9214893
491,J.T. Bradley's,"1220 Colonial Road, Ottawa, ON",grocery,small,Navan - Sarsfield,45.421605,-75.425327
492,Jacob's Deli,"75 Albert St, Ottawa, ON K1P 5E7",specialty,deli meat cheese,Centretown,45.422344,-75.695243
493,Jacobsons,"103 Beechwood Ave., Ottawa, ON K1M 1L4",grocery,small,Lindenlea - New Edinburgh,45.4414221,-75.6736113
494,Jaguar Groceries,"465 Parkdale Ave, Ottawa, ON",grocery,small,Hintonburg - Mechanicsville,45.3988122,-75.7277585
495,Jasmin Market,"335 Lacasse Ave, Vanier, ON K1L 7A8",grocery,small,Vanier South,45.4344553,-75.6565371
496,JJ's Market,"380 Laurier Ave W, Ottawa, ON K1P 5K3",grocery,small,Centretown,45.4173464,-75.700451
497,JnJ Bakery Cafe,"26 Caesar Avenue, Ottawa, ON K2G 0B2",specialty,bakery,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,45.32658,-75.7241403
498,Joe & Lily's No Frills,"1226 Place D'Orleans Drive, Ottawa, ON K1C 7K3",specialty,health store,Convent Glen - Orléans Woods,45.4764991,-75.5228439
499,Johanne Verdon Espace Sante Beaute,"341 Saint-Joseph Blvd, Gatineau, QC J8Y 3Z3",specialty,health store,(None),45.4418753,-75.7330508
500,Johnny Farina Restaurant,"216 Elgin Street, Ottawa, ON",specialty,deli meat cheese,Centretown,45.4188788,-75.6915905
501,Kabul Food Market,"355 Montreal Rd, Vanier, ON K1L 6B1",grocery,small,Vanier North,45.4387791,-75.6550612
502,Kaladar Produce Market,"2455 Kaladar Ave, Ottawa, ON K1V",farmer's market,farmer's market,Billings Bridge - Alta Vista,45.3762222,-75.6706779
503,Kanata Farmers' Market,"745 Kanata Ave, Ottawa, ON K2T 1H9",farmer's market,farmer's market,Kanata Lakes - Arcardia,45.3109367,-75.909642
504,Kanata Kash N Karry,"60 Colchester Square, Ottawa, ON",grocery,small,Beaverbrook,45.320946,-75.8896096
505,Kara's Convenience Stores,"475 Elgin St, Ottawa, ON K2P 2E6",convenience,regular,Centretown,45.4126854,-75.6852682
506,Kardish Health Food Centre,"3712 Innes Road, Orleans, ON K1W 0C8",specialty,health store,Chapel Hill South,45.4501454,-75.5174796
507,Kardish Health Food Centre,"1309 Carling Avenue, Ottawa, ON K1Z 7L3",specialty,health store,Civic Hospital-Central Park,45.3867692,-75.7355233
508,Kardish Health Food Centre,"1701 Merivale Road, Nepean, ON K2G 3K2",specialty,health store,Borden Farm - Fisher Glen,45.3461431,-75.7288509
509,Kardish Health Food Centre,"2950 Bank Street, Ottawa, ON",specialty,health store,Hunt Club Upper -Blossom Park - Timbermill,45.344538,-75.622643
510,Kardish Health Food Centre,"1831 Robertson Road, Ottawa, ON K2H 8X3",specialty,health store,Bells Corners East,45.3282713,-75.8194738
511,Kardish Health Food Centre,"499 Terry Fox Drive, Ottawa, ON",specialty,health store,Kanata Lakes - Arcardia,45.3108116,-75.9199686
512,Kardish Health Food Centre,"3101 Strandherd Drive, Ottawa, ON K2J",specialty,health store,Chapman Mills,45.2755704,-75.7173602
513,Kaz's Kitchen & Grocery,"207 Guigues Ave, Ottawa, ON",grocery,small,Byward Market,45.4326539,-75.6911401
514,Kellgreen Farm,"2325 River Rd, Manotick, ON K4M 1B4",grocery,small,Osgoode - Vernon,45.1843684,-75.6277102
515,Kettlemans Bagel,"912 Bank Street, Ottawa, ON K1S 3W4",specialty,bakery,Glebe - Dows Lake,45.399865,-75.6869676
516,Keyur Tuck Shop,"33 Banner Rd, Nepean, ON K2H 8V7",convenience,regular,Trend-Arlington,45.3328836,-75.7864359
517,Kitchen Hut Houseware,"1558 Merivale Road, Ottawa, ON",grocery,small,Cityview - Crestview - Meadowlands,45.3528521,-75.7354312
518,Kiwan Farms,"3485 Hawthorne Rd, Ottawa, ON K1G 3N4",grocery,small,Greenbelt,45.3733273,-75.5967455
519,Kool Runnings Caribbean Groceries & Restaurant,"2200 Montreal Rd, Ottawa, ON",grocery,small,Beacon Hill South - Cardinal Heights,45.4497115,-75.5872504
520,Kowloon Foods,"4095 Belgreen Dr, Ottawa, ON",grocery,small,East Industrial,45.3819994,-75.5952501
521,Kowloon Market,"712 Somerset Street W, Ottawa, ON K1R 6P8",grocery,small,West Centretown,45.4105206,-75.7076798
522,Kowther's Tuck Shop,"1785 Riverside Dr, Ottawa, ON K1G 3T7",convenience,regular,Riverview,45.4013494,-75.6657472
523,Kristin Mini Mart,"1090 Kristin Way, Ottawa, ON K1K 4B6",convenience,regular,Manor Park,45.4435482,-75.643072
524,Kulture Foods,"Ottawa farmer's market, Brewers Park, Old Ottawa South, ON K1S",specialty,bakery,Glebe - Dows Lake,45.400214,-75.6830385
525,L'Esplanade Laurier Market,"181 Bank St, Ottawa, ON K2P 1W5",grocery,small,Centretown,45.4187923,-75.6975272
526,L & F Montego Place,"2211 Saint Joseph Boulevard, Ottawa, ON",grocery,small,Convent Glen - Orléans Woods,45.4678575,-75.5333095
527,La BoÃƒÂ®te ÃƒÂ  Grains,"325 Boulevard GrÃƒÂ©ber, Gatineau, QC J8T 8J3",specialty,health store,(None),45.4777384,-75.700393
528,La BoÃƒÂ®te ÃƒÂ  Grains,"581 Boulevard Saint-Joseph, Gatineau, QC J8Y 4A6",specialty,health store,(None),45.4500001,-75.7366141
529,La BoÃƒÂ®te ÃƒÂ  Grains,"25C Boulevard du Plateau, Gatineau, QC J9A 3G1",specialty,health store,(None),45.4358672,-75.7688723
530,La Boite ÃƒÂ  Grains,"195 Rue Principale, Gatineau, QC J9H 6J8",specialty,health store,(None),45.3960563,-75.8345888
531,La Bottega Nicastro Fine Food Shop,"64 George St, Ottawa, ON",grocery,small,Byward Market,45.4268387,-75.691821
532,La Brioche Pastry & Bakery,"2440 Bank Street, Ottawa, ON K1V 0T7",specialty,bakery,South Keys - Greenboro West,45.3535284,-75.6481363
533,La Colonia Groceries,"345 Richelieu Ave, Vanier, ON K1L 6J7",grocery,small,Vanier South,45.4354843,-75.6549629
534,La ferme dÃ¢â‚¬Å¡Ãƒâ€žÃƒÂ´OrlÃ¢Ë†Å¡Ã‚Â©ans Ã¢â‚¬Å¡Ãƒâ€žÃƒÂ¬ OrlÃ¢Ë†Å¡Ã‚Â©ans Fruit Farm,"1399 St Joseph Blvd, OrlÃ¢Ë†Å¡Ã‚Â©ans, ON K1C 7K9",grocery,small,Greenbelt,45.4582803,-75.5659271
535,La Gourmandise,"2200 Montreal Road, Ottawa, ON K1J 6M5",specialty,bakery,Beacon Hill South - Cardinal Heights,45.4497115,-75.5872504
536,La Maison Bisson,"2 Boulevard Louise-Champagna, Gatineau, QC J9A 2X1",specialty,deli meat cheese,(None),45.4304611,-75.7630584
537,La Maison du Kouign-Amann,"101 Schneider Road, Ottawa, ON K2K 1Y3",specialty,bakery,Brookside - Briarbrook - Morgan's Grant,45.3392259,-75.901992
538,La p'tite ÃƒÂ©picerie,"158 rue Notre Dame de l'Ile, Gatineau, QC J8X 3T3",specialty,deli meat cheese,(None),45.4305882,-75.7107256
539,La Provence Bakery,"500 Hazeldean Road, Kanata, ON K2L 2B5",specialty,bakery,Glen Cairn - Kanata South Business Park,45.2933502,-75.8937131
540,La Soyarie,"94 Rue Adrien-Robert, Gatineau, QC J8Y 3S2",specialty,health store,(None),45.4579171,-75.734558
541,La Station,"611 Boulevard Saint Joseph, Gatineau, QC J8Y 4A6",specialty,deli meat cheese,(None),45.4501065,-75.7368611
542,La Tiendita,"848 Merivale Rd, Ottawa, ON",grocery,small,Carlington,45.3854442,-75.7326151
543,La Trappe ÃƒÂ  Fromage,"574 Boulevard Maloney Est, Gatineau, QC J8P 1G1",specialty,deli meat cheese,(None),45.4841701,-75.6303882
544,La Trappe ÃƒÂ  Fromage,"200 Rue Bellehumeur, Gatineau, QC J8T 8N6",specialty,deli meat cheese,(None),45.4797008,-75.6932157
545,La Trappe ÃƒÂ  Fromage,"114 Boulevard Saint-Raymond, Gatineau, QC J8Y 1S9",specialty,deli meat cheese,(None),45.4471133,-75.7429826
546,La Trappe ÃƒÂ  Fromage,"425 Chemin Vanier, Gatineau, QC J9J 3H9",specialty,deli meat cheese,(None),45.4143342,-75.8078371
547,La Vieille Alliance,"210 Chemin d'Aylmer, Gatineau, QC J9H 1A2",specialty,bakery,(None),45.3947103,-75.8331176
548,Ladles Deli,"2323 Riverside Dr, Ottawa, ON K1H 8L5",specialty,deli meat cheese,Billings Bridge - Alta Vista,45.3859586,-75.6795206
549,Lakomka Delicatessen,"1127 Baxter Rd, Ottawa, ON",grocery,small,Iris - Queensway Terrance South,45.3508762,-75.7821448
550,Lapointe Fish,"46 Byward Market Square, Ottawa, ON K1N 7A2",grocery,small,Byward Market,45.427458,-75.6928445
551,Lavergne Meat & Deli,"3971 Navan Rd, Navan, ON K4B 1H9",specialty,deli meat cheese,Navan - Sarsfield,45.4236752,-75.4757833
552,Lavoie Line Herboriste,"1134 Maloney Blvd E, Gatineau, QC J8P 1H9",specialty,health store,(None),45.49232,-75.5864712
553,Le Deli,"200 Promenade Du Portage, Gatineau, QC J8X 4H4",specialty,deli meat cheese,(None),45.4268934,-75.7134941
554,Le Moulin de Provence,"55 Byward Market Square, Ottawa, ON K1N 9C3",specialty,bakery,Byward Market,45.427449,-75.6923646
555,Le Moulin de Provence K.D,"30 Metcalfe Street, Ottawa, ON K1P 5L4",specialty,bakery,Centretown,45.4223318,-75.6972065
556,Le Muffin Plus,"111 Albert St, Ottawa, ON K1P 5K9",specialty,deli meat cheese,Centretown,45.421646,-75.6974294
557,Le Naturiste Jmb,"1100 Maloney Blvd W, Gatineau, QC J8T 6G3",specialty,health store,(None),45.4756531,-75.6972849
558,Le Pain d'Alain,"53 Boulevard Saint-Joseph, Gatineau, QC J8Y 3W1",specialty,bakery,(None),45.4268064,-75.7336841
559,Le Quick Pick,"71 Rue Laval, Ottawa, ON",grocery,small,(None),45.4278307,-75.7162813
560,Le Roi Pasteries & Bakery,"1729 Bank Street, Ottawa, ON K1V 7Z5",specialty,bakery,Billings Bridge - Alta Vista,45.3742139,-75.6646335
561,Le Smoked Meat a Bonnie,"137, Rue Principale, Aylmer, QC J9H 3M7",specialty,deli meat cheese,(None),45.39537,-75.8423622
562,Lebanese Village Bakery,"2653 Alta Vista Drive, Ottawa, ON K1V 1A3",specialty,bakery,Ledbury - Heron Gate - Ridgemont,45.3723117,-75.6621991
563,Les Moulins La Fayette,"1000 Wellington St W, Ottawa, ON K1Y 2X9",specialty,bakery,Hintonburg - Mechanicsville,45.4051191,-75.7228743
564,Lesuq,"141 Beechwood Av., Ottawa, ON K1M 1L4",grocery,small,Lindenlea - New Edinburgh,45.4424018,-75.6715224
565,LeSuq | Preston,"352 Preston St, Ottawa, ON",grocery,small,West Centretown,45.4020069,-75.7105487
566,Libnan Bakery,"4 Lorry Greenberg Dr, Ottawa, ON K1G 5H6",specialty,bakery,Hunt Club Park,45.3691281,-75.6209221
567,Life of Pie,"1134 Bank Street, Ottawa, ON K1S 3X6",specialty,bakery,Old Ottawa South,45.3933027,-75.6829911
568,Lim Bangkok Grocery,"794 Somerset St W, Ottawa, ON",grocery,small,West Centretown,45.4096052,-75.7102294
569,Little Euro Delicatessen,"2 Goldridge Dr, Kanata, ON K2T 1C7",grocery,small,Kanata Lakes - Arcardia,45.316109,-75.9206246
570,Little Italy Bakery,"306 Preston street, Ottawa, ON K1R 7R6",specialty,bakery,West Centretown,45.4035067,-75.7114095
571,LITTLE ITALY FINE FOODS,"178 MAIN ST, Ottawa, ON",grocery,small,Old Ottawa East,45.4092452,-75.678269
572,Little Jo Berry's,"1305 Wellington Street, Ottawa, ON K1Y 3B1",specialty,bakery,Island Park - Wellington Village,45.3989748,-75.7358552
573,Little Latin America,"764 Somerset St W, Ottawa, ON K1R 6P9",grocery,small,West Centretown,45.4101579,-75.7084932
574,LOBLAWS,"363 Rideau St, Ottawa, Ontario, K1N 5Y6",grocery,large,Lowertown,45.4301553,-75.6838142
575,LOBLAWS,"100 McArthur Rd, Ottawa, Ontario, K1L 8H5",grocery,large,Overbrook - McArthur,45.4293416,-75.6648604
576,LOBLAWS,"64 Isabella St, Ottawa, Ontario, K1S 1V4",grocery,large,Glebe - Dows Lake,45.4104617,-75.6858976
577,LOBLAWS,"1910 St Laurent Blvd, Ottawa, Ontario, K1G 1A4",grocery,large,Elmvale - Canterbury,45.3990561,-75.6239131
578,LOBLAWS,"2085 Carling Ave, Ottawa, Ontario, K2A 1H2",grocery,large,Laurentian,45.3723082,-75.7675725
579,LOBLAWS,"1460 Merivale Rd, Nepean, Ontario, K2E 5P2",grocery,large,Skyline - Fisher Heights,45.3619299,-75.7353516
580,LOBLAWS,"2210 Bank St, Ottawa, Ontario, K1V 1J5",grocery,large,South Keys - Greenboro West,45.3556337,-75.6546138
581,LOBLAWS,"1980 Baseline Rd, Ottawa, Ontario, K2C 0C6",grocery,large,Cityview - Crestview - Meadowlands,45.3520746,-75.7595588
582,LOBLAWS,"2065A Robertson Rd, Ottawa, Ontario, K2H 5H9",grocery,large,Bells Corners East,45.3245571,-75.8330591
583,LOBLAWS,"200 Earl Grey Dr, Ottawa, Ontario, K2T 1B6",grocery,large,Kanata Lakes - Arcardia,45.3100558,-75.9164635
584,LOBLAWS,"3201 Greenbank Rd, Ottawa, Ontario, K2J 4H9",grocery,large,Chapman Mills,45.2680519,-75.7434605
585,Log Cabin Orchard,"6121 Cabin Road, Ottawa, ON K0A 2W0",farmer's market,farmer's market,Osgoode - Vernon,45.1699211,-75.5809559
586,Luciano Foods,"114 Preston St, Ottawa, ON",grocery,small,West Centretown,45.4085215,-75.714604
587,Lunch,"121 Bank Street, Ottawa, ON K1P 5N5",specialty,deli meat cheese,Centretown,45.4196603,-75.6998674
588,Lunch,"60 A Lebreton Street, Ottawa, ON K1R 7H3",specialty,deli meat cheese,West Centretown,45.4085651,-75.7087642
589,Lusa Bakery,"1111 Wellington Street, Ottawa, ON K1Y 2Y6",specialty,bakery,Hintonburg - Mechanicsville,45.4025698,-75.7261541
590,Lx & Lz Variety,"440 Gloucester St, Ottawa, ON K1R 7T8",convenience,regular,Centretown,45.4140798,-75.7067335
591,Lyndale Corner Food Mart,"60 Lyndale Avenue, Ottawa, ON K1Y 2M8",convenience,regular,Hintonburg - Mechanicsville,45.4071673,-75.7308767
592,M & A Convenience Store,"178 Rideau Street, Ottawa, ON K1N 5X6",convenience,regular,Sandy Hill,45.427146,-75.689152000000007
593,M & J Tropical Super Market,"1509 Merivale Road, Ottawa, ON",grocery,small,Skyline - Fisher Heights,45.3572937,-75.7367947
594,M&M Food Market,"536 Montreal Rd, Ottawa, ON K1K 0T9",grocery,large,Overbrook - McArthur,45.4407432,-75.6455791
595,M&M Food Market,"197 Trainyards Drive, Ottawa, ON",grocery,large,East Industrial,45.413763,-75.64364
596,M&M Food Market,"990 River Rd, Ottawa, ON",grocery,large,Manotick,45.2339852,-75.6774721
597,Mac's,"6469 Jeanne D'Arc Blvd North, OTTAWA, Canada",convenience,gas station,Convent Glen - Orléans Woods,45.4803399,-75.5370229
598,Mac's,"1985 Trim Road, OTTAWA, Canada",convenience,gas station,Cardinal Creek,45.4713098,-75.4539885
599,Mac's,"2302 Tenth Line Road, OTTAWA, Canada",convenience,gas station,Portobello South,45.4507803,-75.4830486
600,Mac's,"395 Montreal Road, OTTAWA, Canada",convenience,gas station,Vanier North,45.4390106,-75.6539378
601,Mac's,"1025 Merivale Rd., OTTAWA, Canada",convenience,regular,Carlington,45.3789466,-75.7328982
602,Mac's,"888 Meadowlands Dr. E., OTTAWA, Canada",convenience,regular,Carleton Heights - Rideauview,45.3671249,-75.7025045
603,Mac's,"1031 Teron Rd., KANATA, Canada",convenience,regular,Beaverbrook,45.3305788,-75.9003508
604,Mac's,"13 Kakulu Rd., KANATA, Canada",convenience,regular,Katimavik - Hazeldean,45.3094398,-75.8816581
